Word,Occurrences,Total Time,Average Time,Max Time,Min Time,Time Variance
illiberal,1,0.2,0.2,0.2,0.2,0.0
illicit,1,0.51,0.51,0.51,0.51,0.0
Illinois,4,2.19,0.5475,0.62,0.4,0.010091666666666662
illiterate,2,1.31,0.655,0.66,0.65,5.000000000000009e-05
illness,3,1.71,0.5700000000000001,0.6,0.55,0.0006999999999999979
illogical,1,0.8,0.8,0.8,0.8,0.0
illuminated,1,0.64,0.64,0.64,0.64,0.0
illustrate,3,1.8800000000000001,0.6266666666666667,0.67,0.56,0.003433333333333332
illustrating,1,0.83,0.83,0.83,0.83,0.0
illustration,2,1.63,0.815,0.88,0.75,0.008450000000000001
illustrations,3,2.7,0.9,1.0,0.83,0.007900000000000003
image,3,1.03,0.3433333333333333,0.36,0.33,0.00023333333333333282
images,1,0.53,0.53,0.53,0.53,0.0
imaginable,1,0.58,0.58,0.58,0.58,0.0
imaginary,3,2.22,0.74,0.81,0.65,0.006700000000000002
imagination,5,4.3100000000000005,0.862,1.02,0.71,0.015170000000000005
imaginative,3,2.37,0.79,0.82,0.74,0.0019
Imagine,1,0.38,0.38,0.38,0.38,0.0
imagined,9,5.54,0.6155555555555555,0.79,0.44,0.010427777777777779
imbibed,1,0.2,0.2,0.2,0.2,0.0
Imgur,3,1.38,0.46,0.5,0.42,0.0016000000000000007
imitated,1,0.64,0.64,0.64,0.64,0.0
imitates,1,0.62,0.62,0.62,0.62,0.0
imitating,2,1.28,0.64,0.64,0.64,0.0
imitation,8,5.0,0.625,0.69,0.46,0.005057142857142856
imitators,2,1.49,0.745,0.78,0.71,0.0024500000000000043
immature,2,1.3399999999999999,0.6699999999999999,0.69,0.65,0.000799999999999997
immediate,32,16.760000000000005,0.52375,0.72,0.43,0.003998387096774194
immediately,56,37.45999999999999,0.6689285714285714,0.93,0.56,0.004427922077922078
immemorial,1,0.79,0.79,0.79,0.79,0.0
immense,5,2.24,0.448,0.55,0.34,0.00692
immensely,1,0.65,0.65,0.65,0.65,0.0
immigrants,2,1.12,0.56,0.58,0.54,0.000799999999999997
immigration,1,0.64,0.64,0.64,0.64,0.0
imminent,3,1.33,0.4433333333333333,0.57,0.36,0.012433333333333327
immoral,2,1.13,0.565,0.57,0.56,4.999999999999898e-05
immorality,2,1.51,0.755,0.84,0.67,0.014449999999999987
immured,2,1.13,0.565,0.59,0.54,0.0012499999999999968
impact,2,1.05,0.525,0.55,0.5,0.0012500000000000022
impairment,2,1.44,0.72,0.73,0.71,0.00020000000000000036
imparted,1,0.11,0.11,0.11,0.11,0.0
impartial,3,2.23,0.7433333333333333,0.82,0.7,0.0044333333333333325
imparting,1,0.62,0.62,0.62,0.62,0.0
impassioned,3,2.21,0.7366666666666667,0.77,0.7,0.0012333333333333356
impassive,1,0.65,0.65,0.65,0.65,0.0
impatient,2,1.5299999999999998,0.7649999999999999,0.82,0.71,0.006049999999999999
impecunious,3,2.97,0.99,1.06,0.9,0.006700000000000002
impede,1,0.49,0.49,0.49,0.49,0.0
impeded,2,1.3199999999999998,0.6599999999999999,0.69,0.63,0.0017999999999999965
impediment,1,0.65,0.65,0.65,0.65,0.0
impediments,1,0.61,0.61,0.61,0.61,0.0
impeding,2,1.1600000000000001,0.5800000000000001,0.6,0.56,0.000799999999999997
impelled,3,1.19,0.39666666666666667,0.58,0.12,0.059433333333333324
impending,5,3.03,0.606,0.69,0.57,0.0023299999999999996
impenetrable,1,0.82,0.82,0.82,0.82,0.0
impenitent,3,2.6,0.8666666666666667,0.94,0.78,0.006533333333333327
imperative,4,2.6799999999999997,0.6699999999999999,0.75,0.57,0.006133333333333335
imperceptible,1,0.82,0.82,0.82,0.82,0.0
imperfect,7,4.58,0.6542857142857142,0.74,0.61,0.001861904761904762
imperfections,1,0.81,0.81,0.81,0.81,0.0
imperfectly,5,3.5900000000000003,0.718,0.8,0.56,0.008869999999999998
Imperial,4,2.63,0.6575,0.73,0.62,0.002491666666666666
imperialism,1,0.94,0.94,0.94,0.94,0.0
imperialistic,1,1.01,1.01,1.01,1.01,0.0
imperiled,1,0.64,0.64,0.64,0.64,0.0
imperious,1,0.7,0.7,0.7,0.7,0.0
imperturbable,1,0.88,0.88,0.88,0.88,0.0
implement,1,0.67,0.67,0.67,0.67,0.0
implementing,1,0.93,0.93,0.93,0.93,0.0
implements,1,0.64,0.64,0.64,0.64,0.0
implicate,1,0.61,0.61,0.61,0.61,0.0
implicated,4,3.05,0.7625,0.82,0.69,0.0028916666666666674
implications,1,0.94,0.94,0.94,0.94,0.0
Implicit,1,0.56,0.56,0.56,0.56,0.0
implicitly,1,0.87,0.87,0.87,0.87,0.0
implied,4,2.55,0.6375000000000001,0.78,0.54,0.013091666666666666
implies,1,0.73,0.73,0.73,0.73,0.0
implored,2,1.1600000000000001,0.5800000000000001,0.6,0.56,0.000799999999999997
imploring,1,0.69,0.69,0.69,0.69,0.0
imply,1,0.48,0.48,0.48,0.48,0.0
imponderable,1,0.81,0.81,0.81,0.81,0.0
importance,20,13.529999999999998,0.6765,0.78,0.45,0.007034473684210526
important,55,32.49999999999999,0.5909090909090909,0.85,0.45,0.006019528619528619
importantly,1,0.84,0.84,0.84,0.84,0.0
imported,2,1.1,0.55,0.58,0.52,0.0017999999999999965
importer,2,1.1400000000000001,0.5700000000000001,0.58,0.56,0.00019999999999999814
importers,1,0.69,0.69,0.69,0.69,0.0
importunate,1,0.82,0.82,0.82,0.82,0.0
impose,1,0.41,0.41,0.41,0.41,0.0
imposed,12,6.540000000000001,0.545,0.73,0.44,0.007827272727272728
imposing,2,1.51,0.755,0.81,0.7,0.006050000000000011
imposition,3,2.0300000000000002,0.6766666666666666,0.78,0.56,0.012233333333333329
impossibility,1,1.06,1.06,1.06,1.06,0.0
impossible,27,19.679999999999996,0.7288888888888889,0.88,0.53,0.007948717948717949
imposture,1,0.58,0.58,0.58,0.58,0.0
impotent,1,0.35,0.35,0.35,0.35,0.0
impounded,2,1.5299999999999998,0.7649999999999999,0.82,0.71,0.006049999999999999
impoverished,1,0.74,0.74,0.74,0.74,0.0
impoverishment,1,1.06,1.06,1.06,1.06,0.0
impracticable,1,0.94,0.94,0.94,0.94,0.0
imprecations,2,1.83,0.915,0.95,0.88,0.0024499999999999965
imprecise,1,0.78,0.78,0.78,0.78,0.0
impregnable,3,2.06,0.6866666666666666,0.77,0.52,0.020833333333333332
impress,3,1.44,0.48,0.52,0.44,0.0016000000000000007
impressed,5,2.6399999999999997,0.528,0.62,0.48,0.0030700000000000002
impression,19,11.330000000000004,0.5963157894736842,0.73,0.5,0.0045023391812865484
impressions,6,4.0600000000000005,0.6766666666666666,0.78,0.57,0.008506666666666671
impressive,2,1.28,0.64,0.65,0.63,0.00020000000000000036
impressiveness,1,0.76,0.76,0.76,0.76,0.0
imprint,1,0.46,0.46,0.46,0.46,0.0
imprisoned,8,5.090000000000001,0.63625,0.8,0.5,0.012141071428571432
imprisonment,23,17.29,0.7517391304347826,0.86,0.6,0.005487747035573124
improbable,1,0.81,0.81,0.81,0.81,0.0
impromptu,1,0.7,0.7,0.7,0.7,0.0
improper,6,3.66,0.61,0.7,0.55,0.0037599999999999977
improperly,6,4.65,0.7749999999999999,0.94,0.61,0.013349999999999997
improve,20,10.02,0.501,0.64,0.4,0.00478842105263158
improved,10,6.1099999999999985,0.611,0.72,0.5,0.007476666666666665
improvement,25,16.220000000000002,0.6488,0.87,0.53,0.006344333333333334
improvements,12,8.450000000000001,0.7041666666666667,0.91,0.57,0.010935606060606062
improves,1,0.83,0.83,0.83,0.83,0.0
improvident,1,0.73,0.73,0.73,0.73,0.0
improving,4,2.34,0.585,0.68,0.49,0.006833333333333336
impudently,1,0.81,0.81,0.81,0.81,0.0
impugned,1,0.67,0.67,0.67,0.67,0.0
impulse,2,1.26,0.63,0.73,0.53,0.01999999999999999
imputation,1,0.83,0.83,0.83,0.83,0.0
imputed,1,0.52,0.52,0.52,0.52,0.0
imputing,1,0.5,0.5,0.5,0.5,0.0
in,4416,669.1199999999939,0.1515217391304348,0.5,0.02,0.0019758491309271754
inability,7,5.03,0.7185714285714285,0.75,0.67,0.0011809523809523798
inaccurate,1,0.8,0.8,0.8,0.8,0.0
inactive,1,0.59,0.59,0.59,0.59,0.0
inadequacy,2,1.63,0.815,0.96,0.67,0.042049999999999976
inadequate,12,8.65,0.7208333333333333,0.84,0.59,0.008699242424242422
inadequately,1,0.84,0.84,0.84,0.84,0.0
inanimated,1,0.36,0.36,0.36,0.36,0.0
inasmuch,6,3.0200000000000005,0.5033333333333333,0.6,0.37,0.006346666666666667
inaugurated,1,0.87,0.87,0.87,0.87,0.0
inauguration,5,4.720000000000001,0.9440000000000001,1.05,0.86,0.006130000000000002
Inc,2,0.81,0.405,0.44,0.37,0.0024500000000000004
incalculable,1,0.23,0.23,0.23,0.23,0.0
incapable,2,1.6600000000000001,0.8300000000000001,0.91,0.75,0.012800000000000006
incarcerated,2,1.9300000000000002,0.9650000000000001,1.04,0.89,0.011250000000000003
incarceration,3,2.81,0.9366666666666666,0.98,0.88,0.0026333333333333317
incensed,1,0.69,0.69,0.69,0.69,0.0
incentive,4,2.59,0.6475,0.7,0.62,0.0012916666666666651
incentives,2,1.47,0.735,0.77,0.7,0.0024500000000000043
incessant,1,0.85,0.85,0.85,0.85,0.0
inch,14,5.07,0.36214285714285716,0.54,0.22,0.009587362637362639
inches,48,22.700000000000006,0.47291666666666665,0.8,0.28,0.010906205673758865
incident,25,14.059999999999999,0.5624,0.69,0.3,0.010127333333333334
incidentally,2,1.61,0.805,0.81,0.8,5.000000000000009e-05
incidents,3,1.9500000000000002,0.65,0.79,0.54,0.016300000000000002
incited,1,0.37,0.37,0.37,0.37,0.0
inclement,1,0.61,0.61,0.61,0.61,0.0
inclination,2,1.79,0.895,0.91,0.88,0.0004500000000000008
incline,1,0.76,0.76,0.76,0.76,0.0
inclined,6,4.13,0.6883333333333334,0.74,0.57,0.004416666666666668
include,12,5.95,0.49583333333333335,0.69,0.41,0.007171969696969697
included,23,13.809999999999999,0.6004347826086956,0.78,0.46,0.00565889328063241
includes,5,3.25,0.65,0.82,0.5,0.02275
including,31,19.140000000000004,0.6174193548387097,0.78,0.53,0.0031464516129032266
inclusion,1,0.72,0.72,0.72,0.72,0.0
income,9,4.890000000000001,0.5433333333333333,0.66,0.45,0.004850000000000001
incomers,1,0.7,0.7,0.7,0.7,0.0
incommodious,2,0.87,0.435,0.72,0.15,0.16244999999999998
incomplete,3,2.2,0.7333333333333334,0.89,0.63,0.019033333333333333
incomprehensible,1,1.14,1.14,1.14,1.14,0.0
inconceivable,1,0.93,0.93,0.93,0.93,0.0
inconceivably,2,2.06,1.03,1.06,1.0,0.0018000000000000032
inconclusive,2,1.84,0.92,0.92,0.92,0.0
inconsequential,1,0.9,0.9,0.9,0.9,0.0
inconsiderable,1,1.01,1.01,1.01,1.01,0.0
inconsistencies,1,1.18,1.18,1.18,1.18,0.0
inconsistent,6,5.57,0.9283333333333333,1.02,0.81,0.005896666666666664
inconspicuous,1,1.11,1.11,1.11,1.11,0.0
inconvenience,4,3.67,0.9175,0.99,0.85,0.003291666666666667
inconvenient,3,2.4699999999999998,0.8233333333333334,0.87,0.8,0.001633333333333331
incorporated,5,4.25,0.85,0.92,0.74,0.005450000000000002
incorrect,2,1.3599999999999999,0.6799999999999999,0.72,0.64,0.0031999999999999967
incorrigible,2,1.77,0.885,0.9,0.87,0.0004500000000000008
increase,14,8.07,0.5764285714285714,0.64,0.48,0.002670879120879121
increased,21,13.23,0.63,0.79,0.46,0.00945
increases,1,0.68,0.68,0.68,0.68,0.0
increasing,6,4.0600000000000005,0.6766666666666666,0.71,0.63,0.0009066666666666653
increasingly,5,3.9599999999999995,0.792,0.86,0.72,0.002670000000000001
incredible,4,2.69,0.6725,0.75,0.61,0.005358333333333334
incriminated,1,0.77,0.77,0.77,0.77,0.0
incriminating,2,1.6400000000000001,0.8200000000000001,0.89,0.75,0.009800000000000001
incubation,1,0.94,0.94,0.94,0.94,0.0
inculcating,1,0.91,0.91,0.91,0.91,0.0
incumbent,3,1.9,0.6333333333333333,0.66,0.6,0.000933333333333335
incurred,3,1.6400000000000001,0.5466666666666666,0.63,0.48,0.0058333333333333345
indebted,1,0.54,0.54,0.54,0.54,0.0
indecent,1,0.74,0.74,0.74,0.74,0.0
indecision,2,1.67,0.835,0.95,0.72,0.026449999999999994
indeed,38,18.840000000000003,0.4957894736842105,0.67,0.32,0.008214224751066857
indefatigable,3,2.66,0.8866666666666667,0.98,0.81,0.007433333333333327
indefinitely,2,1.79,0.895,0.92,0.87,0.0012500000000000022
Independence,3,2.3,0.7666666666666666,0.83,0.64,0.012033333333333326
independent,18,12.939999999999998,0.7188888888888889,0.93,0.58,0.008857516339869283
independently,6,5.25,0.875,0.9,0.82,0.0008300000000000015
indescribable,1,1.05,1.05,1.05,1.05,0.0
index,8,4.57,0.57125,0.64,0.49,0.004983928571428572
indexed,3,1.87,0.6233333333333333,0.65,0.6,0.0006333333333333345
indexes,1,0.63,0.63,0.63,0.63,0.0
India,1,0.41,0.41,0.41,0.41,0.0
Indian,2,0.97,0.485,0.49,0.48,5.000000000000009e-05
indicate,20,11.65,0.5825,0.73,0.46,0.008546052631578946
indicated,42,28.160000000000007,0.6704761904761904,0.85,0.43,0.006941231126596981
indicates,12,7.989999999999998,0.6658333333333333,0.81,0.53,0.0057901515151515155
indicating,8,5.13,0.64125,0.69,0.57,0.0020696428571428576
indication,15,10.76,0.7173333333333334,0.92,0.56,0.00954952380952381
indications,6,4.7299999999999995,0.7883333333333333,0.85,0.7,0.002576666666666667
indicted,2,1.12,0.56,0.61,0.51,0.0049999999999999975
indictment,6,3.85,0.6416666666666667,0.79,0.55,0.008576666666666665
indictments,1,0.24,0.24,0.24,0.24,0.0
indifference,8,5.78,0.7225,0.8,0.58,0.005278571428571432
indifferent,2,1.1600000000000001,0.5800000000000001,0.61,0.55,0.0017999999999999965
indignantly,2,0.9299999999999999,0.46499999999999997,0.86,0.07,0.31205
indignation,5,4.12,0.824,0.88,0.75,0.002779999999999999
indirect,2,1.38,0.69,0.79,0.59,0.020000000000000014
indirectly,2,1.5899999999999999,0.7949999999999999,0.9,0.69,0.022050000000000018
indiscriminate,12,9.690000000000001,0.8075,0.9,0.7,0.0036568181818181825
indiscriminately,4,3.9899999999999998,0.9975,1.05,0.95,0.0020916666666666705
indispensable,11,10.280000000000001,0.9345454545454546,1.07,0.7,0.009667272727272731
indispensably,1,0.54,0.54,0.54,0.54,0.0
indisposed,1,0.88,0.88,0.88,0.88,0.0
indisputable,2,0.79,0.395,0.45,0.34,0.006049999999999999
indistinguishable,2,2.26,1.13,1.18,1.08,0.004999999999999987
individual,39,28.270000000000003,0.7248717948717949,0.92,0.52,0.008325641025641024
individuality,1,1.14,1.14,1.14,1.14,0.0
individually,1,0.81,0.81,0.81,0.81,0.0
individuals,19,15.0,0.7894736842105263,0.89,0.64,0.005294152046783625
induce,3,1.54,0.5133333333333333,0.56,0.48,0.0017333333333333365
induced,5,2.5599999999999996,0.512,0.61,0.46,0.00477
inducements,2,1.33,0.665,0.72,0.61,0.006049999999999999
indulge,2,1.0,0.5,0.53,0.47,0.0018000000000000032
indulged,3,1.9099999999999997,0.6366666666666666,0.69,0.61,0.0021333333333333313
indulgence,1,0.65,0.65,0.65,0.65,0.0
Industrial,19,13.799999999999997,0.7263157894736842,0.95,0.59,0.005291228070175439
industries,6,4.629999999999999,0.7716666666666667,0.85,0.64,0.005376666666666665
industrious,2,1.47,0.735,0.87,0.6,0.03645
industriously,1,0.75,0.75,0.75,0.75,0.0
industry,21,13.979999999999999,0.6657142857142857,0.81,0.5,0.007675714285714287
inebriated,1,0.87,0.87,0.87,0.87,0.0
ineffectively,1,0.93,0.93,0.93,0.93,0.0
ineffectual,1,0.72,0.72,0.72,0.72,0.0
ineffectualness,1,1.03,1.03,1.03,1.03,0.0
inefficacious,1,0.24,0.24,0.24,0.24,0.0
inefficiency,4,3.6099999999999994,0.9025,1.07,0.73,0.022091666666666676
inefficient,1,0.58,0.58,0.58,0.58,0.0
inefficiently,1,0.95,0.95,0.95,0.95,0.0
inequalities,2,2.1399999999999997,1.0699999999999998,1.14,1.0,0.009799999999999986
inequality,1,1.03,1.03,1.03,1.03,0.0
inevitable,7,4.220000000000001,0.6028571428571429,0.76,0.51,0.009290476190476191
inevitably,3,2.0700000000000003,0.6900000000000001,0.76,0.63,0.0043
inexcusably,1,0.97,0.97,0.97,0.97,0.0
inexperienced,5,4.97,0.994,1.31,0.84,0.03368000000000001
inexplicable,1,0.79,0.79,0.79,0.79,0.0
inexpressible,1,0.88,0.88,0.88,0.88,0.0
infant,2,0.94,0.47,0.49,0.45,0.0007999999999999992
Infantry,3,1.73,0.5766666666666667,0.63,0.51,0.0037333333333333324
infants,1,0.56,0.56,0.56,0.56,0.0
infectious,2,1.27,0.635,0.65,0.62,0.0004500000000000008
inference,2,1.23,0.615,0.66,0.57,0.004050000000000008
inferior,3,2.25,0.75,0.78,0.7,0.0019000000000000035
infernal,1,0.65,0.65,0.65,0.65,0.0
inferred,2,0.97,0.485,0.53,0.44,0.004050000000000002
infidelity,1,0.71,0.71,0.71,0.71,0.0
infiltrate,1,0.82,0.82,0.82,0.82,0.0
infinite,3,1.4899999999999998,0.49666666666666665,0.57,0.44,0.00443333333333333
infirm,2,1.1400000000000001,0.5700000000000001,0.58,0.56,0.00019999999999999814
infirmaries,3,1.6300000000000001,0.5433333333333333,0.78,0.11,0.14123333333333335
infirmary,16,10.840000000000002,0.6775,0.8,0.48,0.011033333333333336
infirmity,1,0.8,0.8,0.8,0.8,0.0
inflamed,1,0.56,0.56,0.56,0.56,0.0
inflammation,2,1.52,0.76,0.83,0.69,0.009800000000000001
inflated,2,1.3399999999999999,0.6699999999999999,0.76,0.58,0.01620000000000001
inflict,2,1.1800000000000002,0.5900000000000001,0.64,0.54,0.0049999999999999975
inflicted,10,6.359999999999999,0.636,0.78,0.57,0.004293333333333335
inflicting,3,1.94,0.6466666666666666,0.72,0.6,0.004133333333333333
infliction,2,1.21,0.605,0.69,0.52,0.014449999999999987
influence,12,6.930000000000001,0.5775,0.65,0.42,0.004347727272727272
influenced,4,2.6799999999999997,0.6699999999999999,0.7,0.64,0.0011999999999999977
influences,7,5.359999999999999,0.7657142857142857,0.88,0.69,0.004995238095238097
influencing,1,0.8,0.8,0.8,0.8,0.0
influential,4,3.0999999999999996,0.775,0.88,0.73,0.004966666666666668
influx,1,0.61,0.61,0.61,0.61,0.0
inform,1,0.43,0.43,0.43,0.43,0.0
informal,7,4.59,0.6557142857142857,0.81,0.57,0.006661904761904768
informant,1,0.76,0.76,0.76,0.76,0.0
informants,1,0.74,0.74,0.74,0.74,0.0
information,129,94.21000000000001,0.7303100775193798,0.98,0.5,0.005878028100775194
informational,1,0.86,0.86,0.86,0.86,0.0
informed,21,12.620000000000001,0.6009523809523809,0.79,0.44,0.008779047619047619
informer,4,2.73,0.6825,0.76,0.61,0.005425
informer's,1,0.65,0.65,0.65,0.65,0.0
infraction,1,0.76,0.76,0.76,0.76,0.0
infrequently,1,0.89,0.89,0.89,0.89,0.0
infringe,1,0.64,0.64,0.64,0.64,0.0
infringed,1,0.65,0.65,0.65,0.65,0.0
infuse,2,1.26,0.63,0.7,0.56,0.009799999999999986
infusion,1,0.58,0.58,0.58,0.58,0.0
infusoria,1,0.93,0.93,0.93,0.93,0.0
ingenious,5,3.61,0.722,0.81,0.62,0.007020000000000004
ingenuity,5,4.5200000000000005,0.904,1.0,0.78,0.007429999999999997
ingest,2,1.0,0.5,0.53,0.47,0.0018000000000000032
ingestion,1,0.64,0.64,0.64,0.64,0.0
Ings,4,1.9100000000000001,0.4775,0.59,0.35,0.012491666666666668
inhabit,1,0.43,0.43,0.43,0.43,0.0
inhabitants,3,1.85,0.6166666666666667,0.62,0.61,3.3333333333333396e-05
inhabited,1,0.58,0.58,0.58,0.58,0.0
inherent,2,1.16,0.58,0.59,0.57,0.00020000000000000036
inherit,1,0.54,0.54,0.54,0.54,0.0
inheritance,1,0.79,0.79,0.79,0.79,0.0
inherited,2,1.44,0.72,0.72,0.72,0.0
inhibiting,1,0.62,0.62,0.62,0.62,0.0
inhuman,2,1.38,0.69,0.75,0.63,0.0072
inhumanity,1,1.05,1.05,1.05,1.05,0.0
iniquitous,1,0.8,0.8,0.8,0.8,0.0
initial,5,2.3699999999999997,0.474,0.57,0.38,0.004579999999999997
initialed,1,0.59,0.59,0.59,0.59,0.0
initially,1,0.57,0.57,0.57,0.57,0.0
initials,2,1.05,0.525,0.53,0.52,5.000000000000009e-05
initiated,6,4.33,0.7216666666666667,0.85,0.66,0.004616666666666665
initiative,2,1.4300000000000002,0.7150000000000001,0.79,0.64,0.011250000000000003
injure,4,1.4700000000000002,0.3675,0.38,0.36,9.166666666666683e-05
injured,11,4.279999999999999,0.3890909090909091,0.44,0.32,0.0010490909090909088
injures,1,0.43,0.43,0.43,0.43,0.0
injuries,2,1.2,0.6,0.61,0.59,0.00020000000000000036
injuring,1,0.51,0.51,0.51,0.51,0.0
injurious,4,2.7,0.675,0.79,0.62,0.006033333333333336
injury,10,5.22,0.522,0.66,0.39,0.008484444444444445
injustice,3,2.4499999999999997,0.8166666666666667,0.83,0.8,0.0002333333333333319
injustices,2,1.73,0.865,0.92,0.81,0.006049999999999999
ink,4,1.27,0.3175,0.41,0.27,0.004091666666666664
inmate,7,3.0799999999999996,0.44,0.51,0.4,0.0016999999999999995
inmates,35,17.84,0.5097142857142857,0.76,0.38,0.006391092436974789
inn,3,1.15,0.38333333333333336,0.46,0.26,0.011633333333333334
inner,20,5.450000000000001,0.2725,0.44,0.2,0.002419736842105263
innkeeper's,1,0.65,0.65,0.65,0.65,0.0
innocence,4,2.27,0.5675,0.65,0.5,0.0048916666666666666
innocent,14,7.550000000000001,0.5392857142857143,0.65,0.43,0.004914835164835165
innovation,2,1.44,0.72,0.77,0.67,0.0049999999999999975
innumerable,2,1.3399999999999999,0.6699999999999999,0.85,0.49,0.0648
inoperative,1,0.67,0.67,0.67,0.67,0.0
inordinately,1,0.22,0.22,0.22,0.22,0.0
inorganic,2,1.37,0.685,0.7,0.67,0.0004499999999999975
inquest,5,1.9599999999999997,0.392,0.58,0.14,0.029069999999999995
inquire,7,4.14,0.5914285714285714,0.68,0.56,0.0017809523809523828
inquired,7,3.619999999999999,0.5171428571428571,0.74,0.01,0.05985714285714286
inquiries,5,3.64,0.728,0.84,0.66,0.005169999999999996
Inquiry,19,12.080000000000004,0.6357894736842106,0.83,0.51,0.00737017543859649
inquisitive,3,2.08,0.6933333333333334,0.71,0.66,0.0008333333333333311
inroads,1,0.56,0.56,0.56,0.56,0.0
insane,4,2.75,0.6875,0.75,0.53,0.011091666666666663
insanity,4,3.1500000000000004,0.7875,0.93,0.63,0.01709166666666667
inscribed,3,1.94,0.6466666666666667,0.67,0.62,0.0006333333333333345
inscription,5,3.4799999999999995,0.696,0.76,0.61,0.00493
inscriptions,4,3.28,0.82,0.87,0.73,0.004066666666666667
insect,2,1.28,0.64,0.66,0.62,0.0008000000000000014
insecure,3,2.5,0.8333333333333334,0.95,0.64,0.028433333333333328
insecurity,2,1.9100000000000001,0.9550000000000001,0.98,0.93,0.0012499999999999968
insensibility,1,1.22,1.22,1.22,1.22,0.0
insensible,5,3.41,0.682,0.87,0.27,0.05577
inseparable,2,1.53,0.765,0.8,0.73,0.0024500000000000043
insert,2,0.96,0.48,0.49,0.47,0.00020000000000000036
inserted,8,4.67,0.58375,0.69,0.51,0.0038839285714285686
inserting,1,0.65,0.65,0.65,0.65,0.0
insertion,1,0.56,0.56,0.56,0.56,0.0
inside,23,13.62,0.5921739130434782,0.82,0.43,0.010899604743083002
insidious,2,1.47,0.735,0.75,0.72,0.0004500000000000008
insight,3,1.7199999999999998,0.5733333333333334,0.67,0.48,0.00903333333333334
insignificant,1,0.94,0.94,0.94,0.94,0.0
insist,3,1.69,0.5633333333333334,0.8,0.42,0.04263333333333335
insisted,15,8.87,0.5913333333333334,0.77,0.52,0.005983809523809522
insistence,2,1.5899999999999999,0.7949999999999999,0.85,0.74,0.006049999999999999
insisting,1,0.62,0.62,0.62,0.62,0.0
insofar,1,0.67,0.67,0.67,0.67,0.0
insolent,2,1.2000000000000002,0.6000000000000001,0.64,0.56,0.0031999999999999967
insolvent,5,4.26,0.852,1.4,0.62,0.10211999999999997
inspect,8,3.9000000000000004,0.4875,0.57,0.43,0.0023928571428571423
inspected,2,1.31,0.655,0.7,0.61,0.004049999999999997
inspecting,1,0.66,0.66,0.66,0.66,0.0
inspection,8,4.999999999999999,0.625,0.72,0.44,0.010142857142857141
inspections,2,1.56,0.78,0.87,0.69,0.01620000000000001
inspector,8,4.680000000000001,0.585,0.64,0.51,0.0019142857142857145
inspectors,60,40.41999999999999,0.6736666666666666,0.89,0.53,0.010399887005649719
inspire,1,0.61,0.61,0.61,0.61,0.0
inspired,4,3.04,0.76,0.92,0.67,0.01286666666666667
instability,3,2.4,0.7999999999999999,0.85,0.72,0.0049
installment,1,0.68,0.68,0.68,0.68,0.0
instance,18,10.04,0.5577777777777778,0.72,0.47,0.004441830065359477
instances,11,7.880000000000001,0.7163636363636363,0.77,0.63,0.0019454545454545458
instant,5,2.6099999999999994,0.522,0.62,0.43,0.005170000000000001
instantaneous,2,1.9700000000000002,0.9850000000000001,1.04,0.93,0.006049999999999999
instantly,5,3.4,0.68,0.73,0.64,0.0010999999999999985
instead,19,8.830000000000002,0.46473684210526317,0.73,0.35,0.012426315789473681
instigation,2,1.43,0.715,0.74,0.69,0.0012500000000000022
instigator,1,0.88,0.88,0.88,0.88,0.0
instinct,1,0.66,0.66,0.66,0.66,0.0
instinctively,1,0.77,0.77,0.77,0.77,0.0
institute,1,0.58,0.58,0.58,0.58,0.0
instituted,5,4.04,0.808,0.92,0.73,0.005270000000000002
institution,6,5.23,0.8716666666666666,1.02,0.73,0.01169666666666667
institutionalized,1,1.22,1.22,1.22,1.22,0.0
institutions,5,4.7700000000000005,0.954,1.04,0.84,0.008630000000000004
instruct,1,0.61,0.61,0.61,0.61,0.0
instructed,19,12.69,0.6678947368421053,0.81,0.59,0.004028654970760235
instruction,12,7.880000000000001,0.6566666666666667,0.83,0.49,0.008296969696969695
instructions,37,28.91,0.7813513513513514,0.93,0.65,0.005512012012012012
instructor,2,1.4100000000000001,0.7050000000000001,0.78,0.63,0.011250000000000003
instructors,3,2.4299999999999997,0.81,0.85,0.78,0.0012999999999999978
instructs,1,0.61,0.61,0.61,0.61,0.0
instrument,5,3.22,0.644,0.77,0.55,0.01328
instrumentality,2,2.23,1.115,1.2,1.03,0.014449999999999987
instruments,7,4.48,0.64,0.82,0.48,0.01583333333333333
insufficiency,3,3.0300000000000002,1.01,1.05,0.98,0.0013000000000000023
insufficient,8,6.51,0.81375,0.94,0.69,0.006712500000000001
insufficiently,1,0.81,0.81,0.81,0.81,0.0
insulted,3,1.7400000000000002,0.58,0.6,0.54,0.0011999999999999977
insulting,1,0.69,0.69,0.69,0.69,0.0
Insuperable,1,0.85,0.85,0.85,0.85,0.0
insurance,11,6.640000000000001,0.6036363636363636,0.71,0.52,0.0031254545454545454
insurances,2,2.0300000000000002,1.0150000000000001,1.08,0.95,0.008450000000000015
insure,12,5.630000000000001,0.4691666666666667,0.66,0.37,0.0072083333333333366
insured,7,4.13,0.59,0.7,0.48,0.0073999999999999995
insuring,1,0.48,0.48,0.48,0.48,0.0
intact,2,1.21,0.605,0.69,0.52,0.014449999999999987
integrity,3,2.21,0.7366666666666667,0.8,0.62,0.010233333333333339
intellect,2,1.46,0.73,0.74,0.72,0.00020000000000000036
intellectual,1,0.77,0.77,0.77,0.77,0.0
